,Close
2018-11-05,1627.800049
2018-11-06,1642.810059
2018-11-07,1755.4899899999998
2018-11-08,1754.910034
2018-11-09,1712.430054
2018-11-12,1636.849976
2018-11-13,1631.170044
2018-11-14,1599.01001
2018-11-15,1619.439941
2018-11-16,1593.410034
2018-11-19,1512.290039
2018-11-20,1495.459961
2018-11-21,1516.72998
2018-11-23,1502.060059
2018-11-26,1581.329956
2018-11-27,1581.420044
2018-11-28,1677.75
2018-11-29,1673.569946
2018-11-30,1690.1700440000002
2018-12-03,1772.359985
2018-12-04,1668.400024
2018-12-06,1699.189941
2018-12-07,1629.130005
2018-12-10,1641.030029
2018-12-11,1643.23999
2018-12-12,1663.540039
2018-12-13,1658.380005
2018-12-14,1591.910034
2018-12-17,1520.910034
2018-12-18,1551.47998
2018-12-19,1495.079956
2018-12-20,1460.829956
2018-12-21,1377.449951
2018-12-24,1343.959961
2018-12-26,1470.900024
2018-12-27,1461.640015
2018-12-28,1478.02002
2018-12-31,1501.969971
2019-01-02,1539.130005
2019-01-03,1500.280029
2019-01-04,1575.390015
2019-01-07,1629.51001
2019-01-08,1656.579956
2019-01-09,1659.420044
2019-01-10,1656.219971
2019-01-11,1640.560059
2019-01-14,1617.209961
2019-01-15,1674.560059
2019-01-16,1683.780029
2019-01-17,1693.219971
2019-01-18,1696.199951
2019-01-22,1632.170044
2019-01-23,1640.02002
2019-01-24,1654.930054
2019-01-25,1670.569946
2019-01-28,1637.890015
2019-01-29,1593.880005
2019-01-30,1670.430054
2019-01-31,1718.72998
2019-02-01,1626.22998
2019-02-04,1633.310059
2019-02-05,1658.810059
2019-02-06,1640.26001
2019-02-07,1614.369995
2019-02-08,1588.219971
2019-02-11,1591.0
2019-02-12,1638.01001
2019-02-13,1640.0
2019-02-14,1622.650024
2019-02-15,1607.949951
2019-02-19,1627.579956
2019-02-20,1622.099976
2019-02-21,1619.439941
2019-02-22,1631.560059
2019-02-25,1633.0
2019-02-26,1636.400024
2019-02-27,1641.089966
2019-02-28,1639.829956
2019-03-01,1671.72998
2019-03-04,1696.1700440000002
2019-03-05,1692.430054
2019-03-06,1668.949951
2019-03-07,1625.949951
2019-03-08,1620.800049
2019-03-11,1670.619995
2019-03-12,1673.099976
2019-03-13,1690.810059
2019-03-14,1686.219971
2019-03-15,1712.359985
2019-03-18,1742.1500239999998
2019-03-19,1761.8499760000002
2019-03-20,1797.27002
2019-03-21,1819.2600100000002
2019-03-22,1764.77002
2019-03-25,1774.2600100000002
2019-03-26,1783.7600100000002
2019-03-27,1765.699951
2019-03-28,1773.4200440000002
2019-03-29,1780.75
2019-04-01,1814.189941
2019-04-02,1813.97998
2019-04-03,1820.699951
2019-04-04,1818.859985
2019-04-05,1837.280029
2019-04-08,1849.859985
2019-04-09,1835.839966
2019-04-10,1847.3299559999998
2019-04-11,1844.069946
2019-04-12,1843.060059
2019-04-15,1844.869995
2019-04-16,1863.040039
2019-04-17,1864.819946
2019-04-18,1861.689941
2019-04-22,1887.310059
2019-04-23,1923.77002
2019-04-24,1901.75
2019-04-25,1902.25
2019-04-26,1950.630005
2019-04-29,1938.430054
2019-04-30,1926.52002
2019-05-01,1911.52002
2019-05-02,1900.819946
2019-05-03,1962.459961
2019-05-06,1950.550049
2019-05-07,1921.0
2019-05-08,1917.77002
2019-05-09,1899.869995
2019-05-10,1889.97998
2019-05-13,1822.680054
2019-05-14,1840.119995
2019-05-15,1871.1500239999998
2019-05-16,1907.569946
2019-05-17,1869.0
2019-05-20,1858.969971
2019-05-21,1857.52002
2019-05-22,1859.680054
2019-05-23,1815.47998
2019-05-24,1823.280029
2019-05-28,1836.430054
2019-05-29,1819.189941
2019-05-30,1816.319946
2019-05-31,1775.069946
2019-06-03,1692.689941
2019-06-04,1729.560059
2019-06-05,1738.5
2019-06-06,1754.359985
2019-06-07,1804.030029
2019-06-10,1860.630005
2019-06-11,1863.699951
2019-06-12,1855.319946
2019-06-13,1870.300049
2019-06-14,1869.6700440000002
2019-06-17,1886.030029
2019-06-18,1901.369995
2019-06-19,1908.790039
2019-06-20,1918.189941
2019-06-21,1911.300049
2019-06-24,1913.9000239999998
2019-06-25,1878.27002
2019-06-26,1897.8299559999998
2019-06-27,1904.280029
2019-06-28,1893.630005
2019-07-01,1922.189941
2019-07-02,1934.310059
2019-07-03,1939.0
2019-07-05,1942.910034
2019-07-08,1952.319946
2019-07-09,1988.300049
2019-07-10,2017.410034
2019-07-11,2001.069946
2019-07-12,2011.0
2019-07-15,2020.9899899999998
2019-07-16,2009.9000239999998
2019-07-17,1992.030029
2019-07-18,1977.9000239999998
2019-07-19,1964.52002
2019-07-22,1985.630005
2019-07-23,1994.4899899999998
2019-07-24,2000.810059
2019-07-25,1973.819946
2019-07-26,1943.050049
2019-07-29,1912.449951
2019-07-30,1898.530029
2019-07-31,1866.780029
2019-08-01,1855.319946
2019-08-02,1823.2399899999998
2019-08-05,1765.130005
2019-08-06,1787.8299559999998
2019-08-07,1793.4000239999998
2019-08-08,1832.890015
2019-08-09,1807.5799559999998
2019-08-12,1784.9200440000002
2019-08-13,1824.339966
2019-08-14,1762.959961
2019-08-15,1776.119995
2019-08-16,1792.569946
2019-08-19,1816.119995
2019-08-20,1801.380005
2019-08-21,1823.540039
2019-08-22,1804.660034
2019-08-23,1749.619995
2019-08-26,1768.869995
2019-08-27,1761.8299559999998
2019-08-28,1764.25
2019-08-29,1786.4000239999998
2019-08-30,1776.290039
2019-09-03,1789.839966
2019-09-04,1800.619995
2019-09-05,1840.719971
2019-09-06,1833.5100100000002
2019-09-09,1831.3499760000002
2019-09-10,1820.550049
2019-09-11,1822.9899899999998
2019-09-12,1843.550049
2019-09-13,1839.339966
2019-09-16,1807.839966
2019-09-17,1822.550049
2019-09-18,1817.459961
2019-09-19,1821.5
2019-09-20,1794.160034
2019-09-23,1785.300049
2019-09-24,1741.609985
2019-09-25,1768.3299559999998
2019-09-26,1739.839966
2019-09-27,1725.449951
2019-09-30,1735.910034
2019-10-01,1735.6500239999998
2019-10-02,1713.22998
2019-10-03,1724.4200440000002
2019-10-04,1739.6500239999998
2019-10-07,1732.660034
2019-10-08,1705.5100100000002
2019-10-09,1721.9899899999998
2019-10-10,1720.2600100000002
2019-10-11,1731.9200440000002
2019-10-14,1736.430054
2019-10-15,1767.380005
2019-10-16,1777.430054
2019-10-17,1787.47998
2019-10-18,1757.5100100000002
2019-10-21,1785.660034
2019-10-22,1765.72998
2019-10-23,1762.1700440000002
2019-10-24,1780.780029
2019-10-25,1761.3299559999998
2019-10-28,1777.0799559999998
2019-10-29,1762.709961
2019-10-30,1779.9899899999998
2019-10-31,1776.660034
2019-11-01,1791.439941
2019-11-04,1804.660034
2019-11-05,1801.709961
2019-11-06,1795.77002
2019-11-07,1788.199951
2019-11-08,1785.880005
2019-11-11,1771.6500239999998
2019-11-12,1778.0
2019-11-13,1753.109985
2019-11-14,1754.5999760000002
2019-11-15,1739.4899899999998
2019-11-18,1752.530029
2019-11-19,1752.790039
2019-11-20,1745.530029
2019-11-21,1734.709961
2019-11-22,1745.719971
2019-11-25,1773.839966
2019-11-26,1796.939941
2019-11-27,1818.5100100000002
2019-11-29,1800.800049
2019-12-02,1781.5999760000002
2019-12-03,1769.959961
2019-12-04,1760.689941
2019-12-05,1740.47998
2019-12-06,1751.5999760000002
2019-12-09,1749.5100100000002
2019-12-10,1739.209961
2019-12-11,1748.719971
2019-12-12,1760.3299559999998
2019-12-13,1760.939941
2019-12-16,1769.209961
2019-12-17,1790.660034
2019-12-18,1784.030029
2019-12-19,1792.280029
2019-12-20,1786.5
2019-12-23,1793.0
2019-12-24,1789.209961
2019-12-26,1868.77002
2019-12-27,1869.800049
2019-12-30,1846.890015
2019-12-31,1847.839966
2020-01-02,1898.0100100000002
2020-01-03,1874.969971
2020-01-06,1902.880005
2020-01-07,1906.859985
2020-01-08,1891.969971
2020-01-09,1901.050049
2020-01-10,1883.160034
2020-01-13,1891.300049
2020-01-14,1869.439941
2020-01-15,1862.02002
2020-01-16,1877.939941
2020-01-17,1864.719971
2020-01-21,1892.0
2020-01-22,1887.459961
2020-01-23,1884.5799559999998
2020-01-24,1861.640015
2020-01-27,1828.339966
2020-01-28,1853.25
2020-01-29,1858.0
2020-01-30,1870.680054
2020-01-31,2008.719971
2020-02-03,2004.199951
2020-02-04,2049.669922
2020-02-05,2039.869995
2020-02-06,2050.22998
2020-02-07,2079.280029
2020-02-10,2133.909912
2020-02-11,2150.800049
2020-02-12,2160.0
2020-02-13,2149.8701170000004
2020-02-14,2134.8701170000004
2020-02-18,2155.669922
2020-02-19,2170.219971
2020-02-20,2153.100098
2020-02-21,2095.969971
2020-02-24,2009.290039
2020-02-25,1972.7399899999998
2020-02-26,1979.589966
2020-02-27,1884.300049
2020-02-28,1883.75
2020-03-02,1953.949951
2020-03-03,1908.9899899999998
2020-03-04,1975.8299559999998
2020-03-05,1924.030029
2020-03-06,1901.089966
2020-03-09,1800.609985
2020-03-10,1891.819946
2020-03-11,1820.859985
2020-03-12,1676.609985
2020-03-13,1785.0
2020-03-16,1689.1500239999998
2020-03-17,1807.839966
2020-03-18,1830.0
2020-03-19,1880.930054
2020-03-20,1846.089966
2020-03-23,1902.8299559999998
2020-03-24,1940.0999760000002
2020-03-25,1885.839966
2020-03-26,1955.4899899999998
2020-03-27,1900.0999760000002
2020-03-30,1963.949951
2020-03-31,1949.719971
2020-04-01,1907.699951
2020-04-02,1918.8299559999998
2020-04-03,1906.589966
2020-04-06,1997.589966
2020-04-07,2011.5999760000002
2020-04-08,2043.0
2020-04-09,2042.7600100000002
2020-04-13,2168.8701170000004
2020-04-14,2283.320068
2020-04-15,2307.679932
2020-04-16,2408.189941
2020-04-17,2375.0
2020-04-20,2393.610107
2020-04-21,2328.1201170000004
2020-04-22,2363.48999
2020-04-23,2399.449951
2020-04-24,2410.219971
2020-04-27,2376.0
2020-04-28,2314.080078
2020-04-29,2372.709961
2020-04-30,2474.0
2020-05-01,2286.040039
2020-05-04,2315.98999
2020-05-05,2317.800049
2020-05-06,2351.26001
2020-05-07,2367.610107
2020-05-08,2379.610107
2020-05-11,2409.0
2020-05-12,2356.949951
2020-05-13,2367.919922
2020-05-14,2388.850098
2020-05-15,2409.780029
2020-05-18,2426.26001
2020-05-19,2449.330078
2020-05-20,2497.939941
2020-05-21,2446.73999
2020-05-22,2436.8798829999996
2020-05-26,2421.860107
2020-05-27,2410.389893
2020-05-28,2401.100098
2020-05-29,2442.3701170000004
2020-06-01,2471.040039
2020-06-02,2472.409912
2020-06-03,2478.399902
2020-06-04,2460.600098
2020-06-05,2483.0
2020-06-08,2524.060059
2020-06-09,2600.860107
2020-06-10,2647.449951
2020-06-11,2557.959961
2020-06-12,2545.02002
2020-06-15,2572.679932
2020-06-16,2615.27002
2020-06-17,2640.97998
2020-06-18,2653.97998
2020-06-19,2675.01001
2020-06-22,2713.820068
2020-06-23,2764.409912
2020-06-24,2734.399902
2020-06-25,2754.580078
2020-06-26,2692.8701170000004
2020-06-29,2680.3798829999996
2020-06-30,2758.820068
2020-07-01,2878.699951
2020-07-02,2890.300049
2020-07-06,3057.040039
2020-07-07,3000.1201170000004
2020-07-08,3081.110107
2020-07-09,3182.6298829999996
2020-07-10,3200.0
2020-07-13,3104.0
2020-07-14,3084.0
2020-07-15,3008.8701170000004
2020-07-16,2999.899902
2020-07-17,2961.969971
2020-07-20,3196.840088
2020-07-21,3138.290039
2020-07-22,3099.909912
2020-07-23,2986.550049
2020-07-24,3008.909912
2020-07-27,3055.209961
2020-07-28,3000.330078
2020-07-29,3033.530029
2020-07-30,3051.8798829999996
2020-07-31,3164.679932
2020-08-03,3111.889893
2020-08-04,3138.830078
2020-08-05,3205.030029
2020-08-06,3225.0
2020-08-07,3167.459961
2020-08-10,3148.159912
2020-08-11,3080.669922
2020-08-12,3162.23999
2020-08-13,3161.02002
2020-08-14,3148.02002
2020-08-17,3182.409912
2020-08-18,3312.48999
2020-08-19,3260.47998
2020-08-20,3297.3701170000004
2020-08-21,3284.719971
2020-08-24,3307.459961
2020-08-25,3346.48999
2020-08-26,3441.850098
2020-08-27,3400.0
2020-08-28,3401.8000490000004
2020-08-31,3450.959961
2020-09-01,3499.1201170000004
2020-09-02,3531.4499509999996
2020-09-03,3368.0
2020-09-04,3294.6201170000004
2020-09-08,3149.840088
2020-09-09,3268.610107
2020-09-10,3175.110107
2020-09-11,3116.219971
2020-09-14,3102.969971
2020-09-15,3156.1298829999996
2020-09-16,3078.100098
2020-09-17,3008.72998
2020-09-18,2954.909912
2020-09-21,2960.469971
2020-09-22,3128.98999
2020-09-23,2999.860107
2020-09-24,3019.790039
2020-09-25,3095.1298829999996
2020-09-28,3174.050049
2020-09-29,3144.8798829999996
2020-09-30,3148.72998
2020-10-01,3221.26001
2020-10-02,3125.0
2020-10-05,3199.199951
2020-10-06,3099.959961
2020-10-07,3195.689941
2020-10-08,3190.550049
2020-10-09,3286.649902
2020-10-12,3442.929932
2020-10-13,3443.6298829999996
2020-10-14,3363.709961
2020-10-15,3338.649902
2020-10-16,3272.709961
2020-10-19,3207.209961
2020-10-20,3217.01001
2020-10-21,3184.939941
2020-10-22,3176.399902
2020-10-23,3204.399902
2020-10-26,3207.040039
2020-10-27,3286.330078
2020-10-28,3162.780029
